Title,Standfirst
"Once shamed, forever a slut: give up girls, you’re doomed to stay in the internet spotlight | Barbara Ellen","Monica Lewinsky, Rebecca Loos and others have no hope of fading into obscurity, even decades later"
‘He’s a man with a fork in a world of soup’: the bitterest music-duo spats,"With Hall & Oates now saying ‘no can do’ to their partnership, we look at the other pop pairs who fell out of harmony"
Elizabeth Taylor’s 20 best performances – ranked!,"As Cleopatra turns 60, and its star’s romance with Richard Burton becomes the subject of a new play at the National, we take a trip down the Queen of the Nile’s finest films"
Experts urge health regulators to approve ‘turning point’ dementia drugs,"As results show 35% slowing in cognitive decline, health leaders say swift decisions crucialWhat impact will the Alzheimer’s drug donanemab have?"
Ellie Taylor: ‘Some comics buy vodka if they’ve had a bad gig. I buy cereal and pints of milk’ ,"The actor and host of Bake Off: The Professionals talks about her love of soggy bottoms, what she ate while on Strictly and her favourite Nando’s"
MTG review: far-right rabble rouser makes case to be Trump’s VP,"Marjorie Taylor Greene’s book swims with venom, score-settling, fiction and self-absolution: a very Republican stew"
Afternoon Update: Dutton accused of spreading falsehood about yes advocate; calls for fresh Qantas board; and a wine flood in Portugal,"Want to get this in your inbox every weekday?Sign up for the Afternoon Update here, and start your day withour Morning Mail newsletter."
Brick by brick: the British manufacturers building a better future for birds,It takes just under a minute to make a single swift brick that could house generations of migratory birds. So why isn’t it compulsory to install them in the UK?
‘Hell de Janeiro’: scorching heat highlights Brazil’s glaring inequality,"It felt like 58.5C in Rio on Tuesday – and the soaring, indeed dangerous, temperatures are hitting the poorest hardest"
Lauren Spencer Smith: Mirror review – quiet-loud Gen Z pop angst,"(Island/Republic)The young Canadian’s debut holds tight to the formula of her TikTok hit Fingers Crossed, with a few nice rough edges thrown in"
Xanthe Dobbie: the 10 funniest things I have ever seen (on the internet),"The artist who makes ‘little gay collages’ about the internet shares what makes them laugh online, including Jordan Firstman, Patti Harrison and a Cars conspiracy theoryGet our weekend culture and lifestyle email"
Jimmy Kimmel on Spotify Wrapped: ‘More embarrassing than your porn search history’,Late-night hosts discuss their year-end lists on the streaming service and George Santos’s possible removal from Congress
Seth Meyers on Trump’s campaign rallies: ‘Openly fascist rhetoric’,"Late-night hosts discuss Trump’s ‘vermin’ comments, his plans for a second term in office and Travis Kelce and Taylor Swift’s reunion in Argentina"
TV tonight: Picasso’s family members speak out about his complicated persona,This three-parter starts in the brothels the artist visited as a young man. Plus: how TikTok has triggered riots. Here’s what to watch this evening
Eddie Howe takes special measures as Newcastle visit an emotional Milan | Louise Taylor,The Serie A side are hurting after a 5-1 derby defeat and the visitors hope returning hero Sandro Tonali can add to their pain
"Toxic by Sarah Ditum review – a decade of misogyny, from Britney to Paris Hilton",These nine feminist essays about female celebrities of the 00s expose the casual sexism of the era and the way it shaped ordinary women’s lives
Sea levels: the worst-case scenario is already here! Taylor isn’t doing A SINGLE show at the Antarctica Walrusdome | First Dog on the Moon,And that is why my life is NOT WORTH LIVING RIGHT NOWSign up here to get an emailwhenever First Dog cartoons are publishedGet all your needs met at the First Dog shopif what you need is First Dog merchandise and prints
"The top 10 allegories in fiction, from Plato to Kafka",Authors from Jonathan Swift to NoViolet Bulawayo show how much can be done with what might sound a narrow form – and how much fun can be had with it
Corrections and clarifications,Chonhar Bridge | Tim Loughton MP
Saturday Night Live: Pete Davidson steers a solid season premiere,"The first post writers’-strike episode has a lot of catching up to do, but there are enough good sketches and attention-grabbing cameos"
"Moon landings, light-minutes and Duran Duran’s three Taylors – take the Thursday quiz","Fifteen questions on general knowledge and topical trivia, plus a few jokes, every Thursday. How will you fare?"
Republicans welcome local benefits of climate law despite voting against it,Nancy Mace and Marjorie Taylor Greene among those accused of hypocrisy over efforts to gut landmark Inflation Reduction Act
"Labour should legalise beaver releases, says Sadiq Khan",London mayor says releasing animals into wild is environmentally sound and a Labour vote-winnerUK politics live – latest updates
Celine Cremer: waterfall and river to be searched for missing Belgian tourist in Tasmania,"Police say swift water will be examined on Tuesday ‘before we begin to scale back the search’Follow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
Banks stick to rate hike predictions – as it happened,"This blog is now closed.Lobbying firm proposed structure to allow Stuart Robert to profit from winning government contracts, parliamentary committee toldGet ourmorning and afternoon news emails,free appordaily news podcast"
What can a new documentary tell us about the Louis CK scandal?,"Sorry/Not Sorry, a new film premiering at the Toronto film festival, looks for lessons in the public disgrace and swift comeback of the comedian"
How World Cup heroics promise a new generation of Matildas diehards | Jo Khan,The Olympic qualifier series in Perth is helping build on the winter’s success and turning the players into household names
British singles hopes dashed at Wimbledon with Katie Boulter’s defeat,"Swift loss to Elena Rybakina follows rapid exits on Friday for Andy Murray, Cameron Norrie and Liam Broady"
Europe can’t rise to the Israel-Hamas crisis until it overcomes its own rifts | Paul Taylor,The EU could help to defuse this conflict – but first it must tackle diverging sympathies and Brussels turf wars
